INSTNM,CITY,STABBR,ZIP,INSTURL,NPCURL,LATITUDE,LONGITUDE,ADM_RATE_ALL,ACTCMMID,SAT_AVG_ALL,UGDS,UG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,UGDS_BLACKNH,UGDS_API,UGDS_AIANOLD,UGDS_HISPOLD,UG_NRA,UG_UNKN,UG_WHITENH,UG_BLACKNH,UG_API,UG_AIANOLD,UG_HISPOLD,COSTT4_A,COSTT4_P,COST,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,DEBT_MDN,C100_4,UGDS_MEN,UGDS_WOMEN,C100_41
Grand View University,Des Moines,IA,50316,www.grandview.edu,admissions.grandview.edu/aspx/audience/content.aspx?pageid=1732&aid=20&mnid=0,41.620909,-93.605016,0.987046632,21,967,1977,1378,0.7294,0.0809,0.0369,0.0298,0.003,0.0015,0.0319,0.0197,0.0668,0,0,0,0,0,0.0116,0.262,0.6509,0.0348,0.0232,0.0036,0.0138,32667,0,32667,23426,23426,NULL,18750,0.2836,0.4421,0.5579,28.36
Shorter University,Rome,GA,30165,www.shorter.edu,su.shorter.edu/net-price-calculator/,34.258192,-85.196213,0.690700809,20,951,1449,1889,0.6253,0.2236,0.0338,0.009,0.0055,0.0014,0.0186,0.0386,0.0442,0.7513,0.1382,0.0067,0,0.0209,0.0175,0.0318,0.7321,0.2012,0.0021,0.0053,0.0101,32664,0,32664,20250,20250,NULL,24250,0.3545,0.4175,0.5825,35.45
University of California-Davis,Davis,CA,95616-8678,www.ucdavis.edu,financialaid.ucdavis.edu/AidEstimator/,38.539895,-121.751958,0.403680029,28,1226,27547,20388,0.2967,0.0209,0.1834,0.342,0.0017,0.0049,0.0539,0.0816,0.015,0.3516,0.0291,0.3966,0.0069,0.1351,0.0149,0.0737,0.4332,0.0271,0.3456,0.0084,0.0971,32638,0,32638,13896,36774,NULL,12999,0.5348,0.4238,0.5762,53.48
Trevecca Nazarene University,Nashville,TN,37210,www.trevecca.edu,https://npc.collegeboard.org/student/app/trevecca,36.142115,-86.753566,0.730806608,23,1066,1609,1021,0.7122,0.087,0.0379,0.0118,0.0056,0.0006,0.0379,0.0112,0.0957,0.8359,0.0606,0.0126,0.0051,0.032,0.0098,0.0127,0.8688,0.0754,0.0078,0.0049,0.0206,32604,0,32604,23126,23126,NULL,14412.5,0.3981,0.4375,0.5625,39.81
Visible Music College,Memphis,TN,38103,www.visible.edu,https://visible.vfao.com/aidestimator/default.aspx,35.14455,-90.049231,0.239766082,23,1031,112,NULL,0.6696,0.1875,0.0536,0.0089,0,0,0.0179,0.0446,0.0179,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32600,0,32600,19600,19600,NULL,19500,0,0.6696,0.3304,0
Ouachita Baptist University,Arkadelphia,AR,71998-0001,www.obu.edu,www.obu.edu/finaid/,34.125045,-93.052442,0.706120092,25,1112,1455,1714,0.8426,0.079,0.0399,0.0089,0.0069,0.0007,0,0.022,0,0,0,0,0,0,0.0473,0,0.8991,0.0362,0.0058,0.0035,0.0082,32560,0,32560,23320,23320,NULL,15000,0.5074,0.4797,0.5203,50.74
Alverno College,Milwaukee,WI,53234-3922,www.alverno.edu,www.alverno.edu/npc,42.983518,-87.965498,0.651908397,20,930,1689,1808,0.5269,0.1622,0.2049,0.0521,0.0148,0.003,0.0308,0.0053,0,0.6249,0.1779,0.0502,0.0128,0.1277,0.0055,0.0133,0.6079,0.2583,0.021,0.0116,0.0824,32528,0,32528,24434,24434,NULL,24250,0.1111,0.0006,0.9994,11.11
Spalding University,Louisville,KY,40203-2188,www.spalding.edu,spalding.studentaidcalculator.com/survey.aspx,38.2415,-85.758851,0.457115928,21,967,1227,1098,0.665,0.2127,0.0416,0.0114,0.0024,0.0024,0.0302,0.0016,0.0326,0.552,0.3097,0.0111,0.0009,0.0162,0.0893,0.0519,0.684,0.1485,0.0137,0.0027,0.01,32509,0,32509,22950,22950,NULL,17500,0.0686,0.3007,0.6993,6.86
Campbellsville University,Campbellsville,KY,42718-2799,www.campbellsville.edu,www.campbellsville.edu/net-price-calculator,37.343342,-85.348943,0.727170659,21,964,2119,1500,0.7282,0.1402,0.0203,0.0024,0.0028,0.0009,0.0179,0.084,0.0033,0.7707,0.1139,0.0032,0.0011,0.0122,0.038,0.0107,0.9027,0.038,0.0013,0.0047,0.0047,32456,0,32456,22842,22842,NULL,10000,0.2699,0.4535,0.5465,26.99
Piedmont College,Demorest,GA,30535-0010,www.piedmont.edu,www.piedmont.edu/pc/index.php/netprice-calculator,34.56663,-83.543216,0.575452716,21,968,1286,1026,0.7309,0.0918,0.0428,0.014,0.0062,0.0008,0.0249,0.0023,0.0863,0,0,0,0,0,0,0.0068,0.8899,0.0789,0.0117,0.001,0.0117,32397,0,32397,21350,21350,NULL,15411,0.3689,0.3429,0.6571,36.89
University of Saint Francis-Fort Wayne,Fort Wayne,IN,46808-3994,www.sf.edu,tcc.noellevitz.com/(S(tu3hvslhnzip5tj0ej2w1qsl))/University%20of%20Saint%20Francis/Freshman%20Students,41.087772,-85.173694,0.968553459,22,981,1796,1385,0.8007,0.0679,0.0635,0.0095,0.0045,0.0022,0.0223,0.0067,0.0228,0.7851,0.0533,0.0079,0.0039,0.0196,0.0043,0.1848,0.7162,0.0657,0.0058,0.0022,0.0209,32377,0,32377,25930,25930,NULL,19125,0.3105,0.299,0.701,31.05
Huntingdon College,Montgomery,AL,36106-2148,www.huntingdon.edu,hawk.huntingdon.edu/oiac/netpricecalculator/npcalc.htm,32.350939,-86.285313,0.583855254,22,1026,1149,657,0.6388,0.1993,0.0252,0.0078,0.0122,0.0017,0.0261,0.0061,0.0827,0.5998,0.1649,0.0056,0.0028,0.0122,0.035,0.0107,0.8661,0.0639,0.0137,0.0091,0.0015,32370,0,32370,24550,24550,NULL,16701.5,0.3004,0.5065,0.4935,30.04
Mount Aloysius College,Cresson,PA,16630-1999,www.mtaloy.edu/,www.mtaloy.edu/NetPriceCalculator/npcalc.htm,40.459948,-78.601358,0.739821883,18,913,1565,1297,0.7776,0.0294,0.0109,0.0026,0.0026,0,0,0.0147,0.1623,0.8273,0.025,0.002,0.0027,0.0061,0.0008,0.1218,0.8234,0.0339,0.0046,0.0008,0.0146,32332,0,32332,20790,20790,NULL,15515,0.3616,0.2639,0.7361,36.16
Claflin University,Orangeburg,SC,29115-4498,www.claflin.edu,www.claflin.edu/future-students/financial-assistance/how-much-is-claflin,33.497367,-80.854368,0.437655146,17,806,1779,1130,0.0146,0.9146,0.0163,0.0056,0.0096,0,0.0022,0.0371,0,0.0115,0.9539,0.0006,0.0017,0.004,0.0345,0,0.0106,0.9531,0.0018,0,0,32305,0,32305,15010,15010,NULL,22335.5,0.3189,0.3491,0.6509,31.89
Missouri Baptist University,Saint Louis,MO,63141-8698,www.mobap.edu,www.mobap.edu/freshmannetcostcalculator/,38.642017,-90.462606,0.602312139,21,984,1706,2574,0.7362,0.1202,0.0352,0.0106,0.0035,0,0.0258,0.0164,0.0522,0.7826,0.1123,0.0052,0.0052,0.0279,0.0155,0.0284,0.8916,0.0412,0.007,0.0023,0.014,32293,0,32293,22760,22760,NULL,15000,0.2814,0.4584,0.5416,28.14
Freed-Hardeman University,Henderson,TN,38340-2399,www.fhu.edu,www.fhu.edu/tuition/FinancialAidEstimator,35.440073,-88.639418,0.933908046,25,1117,1310,1438,0.8588,0.0511,0.0244,0.0061,0.0023,0,0.0191,0.0221,0.016,0.8945,0.0562,0,0.0048,0.0048,0.0257,0.0007,0.9103,0.0515,0.0056,0.0035,0.0028,32282,0,32282,20468,20468,NULL,19500,0.3831,0.4344,0.5656,38.31
Columbia International University,Columbia,SC,29203-1513,www.ciu.edu,www.ciu.edu/admissions-aid/financial-aid/net-price-calculator,34.081233,-81.069502,0.332161687,21,1035,552,644,0.721,0.1322,0.0344,0.0199,0.0036,0,0.0181,0.0308,0.0399,0.7985,0.1035,0.0092,0.0055,0.0129,0.0342,0,0.8929,0.0497,0.0093,0,0.014,32220,0,32220,19480,19480,NULL,14500,0.622,0.4891,0.5109,62.2
Evangel University,Springfield,MO,65802-2125,www.evangel.edu,www.evangel.edu/financial/more-information/net-price-calculator-tool/,37.220956,-93.262614,0.645316253,23,1055,1788,1488,0.7679,0.0436,0.0475,0.0179,0.0084,0,0.0336,0.0056,0.0755,0,0,0,0,0,0.0101,0.0571,0.8374,0.0349,0.0141,0.0087,0.0376,32183,0,32183,20796,20796,NULL,15601,0.3432,0.4581,0.5419,34.32
Liberty University,Lynchburg,VA,24515,www.liberty.edu,www.liberty.edu/npc/1516/userInfo?fn=null&ln=null&ad=null&ci=null&st=null&zc=null&ph=null&em=null&s=null&l=null,37.350345,-79.179688,0.223177678,23,1040,49340,5403,0.5121,0.155,0.0166,0.0093,0.0059,0.0022,0.0227,0.0135,0.2626,0.5842,0.137,0.0115,0.0047,0.033,0.0324,0,0.8412,0.0796,0.0152,0.0054,0.0263,32077,0,32077,21000,21000,NULL,12210.5,0.2905,0.4136,0.5864,29.05
University of California-Los Angeles,Los Angeles,CA,90095-1405,www.ucla.edu/,https://app.financialaid.ucla.edu/FASEstimator/,34.068892,-118.443901,0.185573801,30,1330,29627,25011,0.2784,0.0279,0.1964,0.2997,0.0014,0.0032,0.0476,0.1259,0.0194,0.3327,0.0369,0.3801,0.0045,0.1537,0.0279,0.0737,0.3391,0.0427,0.3715,0.0052,0.1399,32074,0,32074,12705,35583,NULL,15000,0.7181,0.4432,0.5568,71.81
Johnson C Smith University,Charlotte,NC,28216-5398,www.jcsu.edu,www.jcsu.edu/admissions/future_students/net-price-calculator,35.243384,-80.854842,0.422520389,17,808,1375,1576,0.0036,0.7345,0.0618,0.0007,0.0007,0.0029,0.0225,0.0291,0.144,0,0,0,0,0,0,0,0,1,0,0,0,31993,0,31993,18236,18236,NULL,20500,0.3069,0.3949,0.6051,30.69
Gallaudet University,Washington,DC,20002-3695,www.gallaudet.edu,admissions.gallaudet.edu/Financial_info/NetPrice/npcalc.htm,38.907371,-76.993675,0.653225806,18,849,1001,1258,0.5614,0.1239,0.1459,0.043,0.002,0.003,0.033,0.0819,0.006,0.6762,0.1121,0.0437,0.019,0.0855,0.1288,0.0564,0.5978,0.101,0.0469,0.0072,0.062,31988,0,31988,15024,15024,NULL,12000,0.162,0.4585,0.5415,16.2
North Park University,Chicago,IL,60625-4895,www.northpark.edu,www.northpark.edu/Financial-Aid/Undergraduate/Cost/Net-Price-Calculator,41.9751,-87.709142,0.54613936,22,1025,2181,1655,0.4984,0.0899,0.1999,0.0637,0.0014,0.0105,0.0422,0.0495,0.0445,0.5795,0.0821,0.0634,0.0028,0.1,0.058,0.0665,0.6139,0.1118,0.0502,0.0054,0.0943,31964,0,31964,24600,24600,NULL,18000,0.3406,0.3709,0.6291,34.06
Friends University,Wichita,KS,67213,www.friends.edu,friendsucalculator.com,37.678495,-97.366666,0.613803231,22,1029,1339,2668,0.7043,0.0986,0.0396,0.0209,0.0142,0.0052,0.0657,0,0.0515,0,0,0,0,0,0.012,0.0079,0.8122,0.0971,0.0187,0.0154,0.0367,31952,0,31952,24630,24630,NULL,20500,0.137,0.466,0.534,13.7
Conception Seminary College,Conception,MO,64433-0502,www.conception.edu,www.conception.edu,40.24044,-94.682831,1,24,1105,86,93,0.593,0.0116,0.1628,0.0698,0.0116,0,0,0,0.1512,0,0,0,0,0,0,0,0.7527,0,0.2043,0.0108,0.0323,31890,0,31890,19530,19530,NULL,19500,0,1,0,0
University of California-Merced,Merced,CA,95343-5603,www.ucmerced.edu,finaidapps.ucmerced.edu/calculator/,37.366237,-120.424944,0.671809688,23,1031,5884,NULL,0.1412,0.0574,0.456,0.2461,0.0024,0.0063,0.0435,0.0382,0.0088,0.2191,0.0718,0.3292,0.0069,0.3223,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31883,0,31883,13160,36038,NULL,15000,0.3362,0.4845,0.5155,33.62
Newman University,Wichita,KS,67213-2097,www.newmanu.edu,https://newmanu.studentaidcalculator.com/survey.aspx,37.672306,-97.378803,0.528103518,24,1076,1182,1557,0.6641,0.0499,0.1396,0.0415,0.0118,0.0008,0.0271,0.0609,0.0042,0,0,0,0,0,0.0263,0.0103,0.8362,0.0552,0.0167,0.0161,0.0392,31874,0,31874,24800,24800,NULL,15500,0.313,0.3494,0.6506,31.3
Berea College,Berea,KY,40404-2182,www.berea.edu,https://berea.studentaidcalculator.com/survey.aspx,37.573334,-84.289332,0.336567617,25,1125,1577,1590,0.6278,0.1535,0.059,0.0159,0.0013,0.0019,0.0552,0.0761,0.0095,0.6751,0.1825,0.0134,0.0074,0.0261,0,0.1019,0.7415,0.1308,0.0138,0.0057,0.0063,31870,0,31870,24270,24270,NULL,5428,0.4455,0.435,0.565,44.55
Capitol Technology University,Laurel,MD,20708,www.captechu.edu,https://mycapitol.captechu.edu/ics/College_Offices/Financial_Aid_Office/NetPrice_Calculators.jnz,39.047047,-76.851413,0.704960836,21,1075,406,684,0.4507,0.3103,0.1059,0.0443,0.0025,0,0.0296,0.0443,0.0123,0.3522,0.4507,0.0776,0.006,0.0716,0.0439,0.0146,0.4357,0.3991,0.0716,0.0044,0.0307,31864,0,31864,22896,22896,NULL,17750,0.2051,0.8153,0.1847,20.51
Chaminade University of Honolulu,Honolulu,HI,96816-1578,www.chaminade.edu,www.chaminade.edu/ug/tuition-calculator.php,21.290274,-157.807642,0.85620915,21,958,2017,2038,0.1706,0.0555,0.0625,0.2816,0.0099,0.1587,0.1145,0.0169,0.1299,0.2587,0.0839,0.4798,0.0103,0.1019,0.0363,0.0373,0.3626,0.1281,0.3435,0.0167,0.0756,31860,0,31860,20940,20940,NULL,12500,0.2924,0.3589,0.6411,29.24
Southeastern University,Lakeland,FL,33801-6034,www.seu.edu/,www.seu.edu/financial-aid/cost-calculator/,28.031864,-81.918997,0.439447384,21,965,2946,1232,0.6056,0.148,0.166,0.0139,0.0041,0.0044,0.0058,0.0153,0.037,0.68,0.0921,0.0104,0.0024,0.1241,0.0065,0.0487,0.7808,0.0487,0.0138,0.0065,0.095,31855,0,31855,22202,22202,NULL,12229,0.3108,0.4498,0.5502,31.08
MacMurray College,Jacksonville,IL,62650-2590,www.mac.edu,npc.collegeboard.org/student/app/mac,39.730226,-90.22175,0.783653846,21,970,546,739,0.7601,0.1227,0.0531,0,0.0018,0.0018,0.0238,0,0.0366,0.7199,0.1499,0.0118,0.002,0.0394,0.0054,0.0014,0.816,0.1069,0.0068,0.0027,0.0609,31846,0,31846,23600,23600,NULL,19500,0.2333,0.4524,0.5476,23.33
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,15260,www.pitt.edu,www.npc.pitt.edu/pittsburgh/npcalc.htm,40.444502,-79.954692,0.574157567,29,1194,18474,17424,0.7571,0.0513,0.0283,0.0849,0.0005,0.0005,0.0312,0.0356,0.0106,0,0,0,0,0,0.0096,0,0.8461,0.0896,0.0402,0.002,0.0124,31828,0,31828,17772,28168,NULL,21500,0.6527,0.4952,0.5048,65.27
Aurora University,Aurora,IL,60506-4892,aurora.edu,aurora.edu/admission/financialaid/calculator/index.html,41.754465,-88.349469,0.811020232,22,1010,3199,1316,0.5705,0.086,0.2338,0.0228,0.0038,0.0003,0.0253,0.0016,0.056,0.716,0.1005,0.0311,0.0046,0.135,0.0008,0.0015,0.7257,0.1535,0.022,0.0099,0.0866,31767,0,31767,21320,21320,NULL,15000,0.435,0.3335,0.6665,43.5
East Texas Baptist University,Marshall,TX,75670-1498,www.etbu.edu,www.etbu.edu/php/npc/npcalc.htm,32.554545,-94.374337,0.55994978,20,952,1183,1402,0.6306,0.2054,0.0955,0.0034,0.0059,0.0017,0.0338,0.0169,0.0068,0.7266,0.1534,0.0097,0.0185,0.0776,0.0285,0.0014,0.831,0.0956,0.0021,0.0078,0.0335,31716,0,31716,23280,23280,NULL,11999,0.2881,0.4818,0.5182,28.81
Union College,Barbourville,KY,40906-1499,www.unionky.edu,https://unionky.studentaidcalculator.com/survey.aspx,36.869066,-83.887982,0.75234657,21,970,833,638,0.7623,0.1032,0.0204,0.0072,0.0048,0.0024,0.0264,0.0672,0.006,0.8224,0.1245,0.0025,0.0037,0.0086,0.0423,0,0.826,0.1019,0.0063,0.0047,0.0188,31709,0,31709,22980,22980,NULL,11322.5,0.168,0.527,0.473,16.8
Saint Augustine's University,Raleigh,NC,27610-2298,www.st-aug.edu,https://npc.collegeboard.org/student/app/staug,35.785032,-78.621806,0.74025974,16,740,1016,1465,0.0128,0.9518,0.0079,0.001,0.003,0,0,0.0177,0.0059,0,0,0,0,0,0.0689,0,0.0116,0.9195,0,0,0,31636,0,31636,17890,17890,NULL,15500,0.1798,0.5069,0.4931,17.98
Chowan University,Murfreesboro,NC,27855,www.chowan.edu/,https://chowan.edu/admissions/financial-aid/financial-aid-calculators/net-price-calculator,36.436258,-77.099141,0.598106509,15,773,1478,739,0.182,0.7077,0.0345,0.002,0.0054,0,0.0318,0.0189,0.0176,0.368,0.5465,0.0046,0.0028,0.026,0.0162,0,0.6942,0.2503,0.0135,0.0095,0.0162,31573,0,31573,22900,22900,NULL,9500,0.1464,0.4871,0.5129,14.64
Toccoa Falls College,Toccoa Falls,GA,30598,www.tfc.edu,www.tfc.edu/admissions/financial-aid/npc,34.59554,-83.353462,0.370497427,21,970,807,900,0.7757,0.0694,0.0359,0.0867,0.0012,0.0012,0.0149,0.0149,0,0.8178,0.0377,0.0704,0,0.0138,0.0522,0.0022,0.8844,0.0111,0.0333,0.0011,0.0156,31415,0,31415,19700,19700,NULL,15556,0.4065,0.4758,0.5242,40.65
Waldorf College,Forest City,IA,50436-1713,www.waldorf.edu,https://secure.waldorf.edu/financialaid/calculator/enter.asp,43.262203,-93.640034,0.688502674,19,913,1356,600,0.6733,0.1733,0.0767,0.0074,0.0052,0.0066,0.0133,0.031,0.0133,0,0,0,0,0,0.0783,0,0.8783,0.0267,0.0117,0,0.005,31369,0,31369,20316,20316,NULL,11490,0.2288,0.6386,0.3614,22.88
University of Charleston,Charleston,WV,25304,www.ucwv.edu,www.ucwv.edu/NPC/,38.332577,-81.618667,0.60772244,21,988,1513,1035,0.6616,0.1018,0.0284,0.0106,0.0099,0.0007,0.0073,0.0767,0.1031,0.5686,0.0815,0.0109,0.003,0.0129,0.0473,0.1063,0.7855,0.0444,0.0039,0.0048,0.0077,31350,0,31350,23200,23200,NULL,11000,0.2623,0.4223,0.5777,26.23
Lincoln Memorial University,Harrogate,TN,37752-9900,www.lmunet.edu,www.lmunet.edu/admissions/1st-yr-calc.shtml,36.581284,-83.658818,0.743712056,23,1055,1622,886,0.8718,0.0475,0,0.0105,0.0018,0,0.0166,0.0277,0.024,0,0,0,0,0,0.0372,0.0113,0.9086,0.0372,0.0023,0,0.0034,31299,0,31299,19970,19970,NULL,13593,0.1498,0.2867,0.7133,14.98
Belmont Abbey College,Belmont,NC,28012-1802,www.belmontabbeycollege.edu,https://belmontabbeycollege.edu/admissions/apply-for-financial-aid/net-price-calculator/,35.261276,-81.041847,0.692307692,21,1000,1545,886,0.4065,0.2524,0.0142,0.0097,0.0026,0,0.0032,0.0136,0.2977,0.5505,0.2635,0.018,0.005,0.0453,0.0271,0,0.8488,0.0948,0.0034,0.0056,0.0203,31278,0,31278,18500,18500,NULL,18850,0.3252,0.4285,0.5715,32.52
University of Mobile,Mobile,AL,36613-2842,www.umobile.edu,tcc.noellevitz.com/(S(i2ma5wzihnqpsazmq43fszpq))/University%20of%20Mobile/Freshman-Students,30.793247,-88.128934,0.584737364,22,1014,1460,1764,0.6479,0.211,0.0158,0.0048,0.0178,0,0.0233,0.0363,0.0432,0,0,0,0,0,0.0142,0.1361,0.6264,0.1984,0.004,0.0113,0.0096,31220,0,31220,19475,19475,NULL,21950,0.249,0.35,0.65,24.9
Kentucky Wesleyan College,Owensboro,KY,42301,WWW.KWC.EDU,https://www.kwc.edu/NetPrice/NetPriceCalculator/npcalc.htm,37.744667,-87.121984,0.607175713,22,1021,691,680,0.6845,0.1476,0.0174,0.0043,0.0014,0,0,0.0072,0.1375,0.7633,0.0905,0.0035,0.0023,0.0116,0.0074,0,0.9471,0.0441,0,0,0.0015,31040,0,31040,22230,22230,NULL,12500,0.3699,0.5441,0.4559,36.99
Lindenwood University,Saint Charles,MO,63301-1695,www.lindenwood.edu,www.lindenwood.edu/financialAid/calc/npcalc.htm,38.788203,-90.502825,0.528835691,23,1038,7986,3991,0.6027,0.1404,0.0379,0.0049,0.0034,0.0025,0.0294,0.117,0.0619,0.5291,0.0951,0.0074,0.0025,0.0319,0.0629,0.0832,0.758,0.0717,0.009,0.0048,0.0105,30929,0,30929,15580,15580,NULL,18750,0.2917,0.4594,0.5406,29.17
Waynesburg University,Waynesburg,PA,15370-1257,www.waynesburg.edu,https://www.waynesburg.edu/affordability,39.899419,-80.18727,0.835635359,23,1008,1501,1379,0.9107,0.036,0.0107,0.0047,0.004,0.0027,0.014,0.0007,0.0167,0,0,0,0,0,0.0058,0,0.9478,0.037,0.0058,0.0007,0.0029,30780,0,30780,21290,21290,NULL,22066,0.5186,0.3977,0.6023,51.86
University of Valley Forge,Phoenixville,PA,19460-2373,www.valleyforge.edu,https://vfcc.studentaidcalculator.com/survey.aspx,40.118341,-75.54864,0.930434783,22,941,711,618,0.5752,0.1547,0.1392,0.0098,0.0042,0.0014,0.0281,0.0028,0.0844,0.6849,0.0922,0.0279,0.0021,0.1018,0.0032,0,0.8706,0.0437,0.0146,0,0.068,30612,0,30612,20394,20394,NULL,19000,0.4218,0.5134,0.4866,42.18
Bryan College-Dayton,Dayton,TN,37321,www.bryan.edu,www.bryan.edu/aid-estimator,35.495721,-85.016596,0.484210526,23,1065,1124,613,0.8648,0.0525,0.0231,0.0036,0.0009,0.0009,0.0214,0.0249,0.008,0,0,0,0,0,0.0212,0.0245,0.9103,0.0228,0.0049,0.0033,0.0131,30569,0,30569,22200,22200,NULL,9000,0.4883,0.444,0.556,48.83
Sterling College,Sterling,KS,67579,www.sterling.edu,www.sterling.edu/admissions/tuition-expenses,38.219783,-98.209966,0.443708609,21,978,701,440,0.689,0.1113,0.0942,0,0.0257,0.0157,0,0.0014,0.0628,0.7961,0.067,0.0119,0.0179,0.0685,0.0136,0,0.8932,0.0364,0.0068,0.0068,0.0432,30471,0,30471,21950,21950,NULL,13682.5,0.2933,0.5292,0.4708,29.33
North Central University,Minneapolis,MN,55404-1391,www.northcentral.edu,www.northcentral.edu/financial-aid/net-price-calculator,44.969389,-93.261429,0.911971831,23,1062,928,1168,0.611,0.0291,0.0668,0.0129,0.0011,0.0011,0.0366,0.0065,0.2349,0,0,0,0,0,0.0257,0.0214,0.8604,0.0428,0.0128,0.0077,0.0291,30203,0,30203,20776,20776,NULL,18627.5,0.266,0.3578,0.6422,26.6
University of California-Riverside,Riverside,CA,92521,WWW.UCR.EDU,vcsaweb.ucr.edu/FinAidManualCalculator/,33.97588,-117.331098,0.582920141,25,1128,18784,11436,0.1384,0.0453,0.3616,0.3595,0.0018,0.0037,0.0382,0.0412,0.0103,0.1696,0.0786,0.3995,0.0037,0.2886,0.0175,0.0607,0.2413,0.0564,0.4098,0.0045,0.2099,30174,0,30174,13407,36285,NULL,17000,0.4429,0.4831,0.5169,44.29
Colorado School of Mines,Golden,CO,80401,www.mines.edu,inside.mines.edu/npc/npcalc.htm,39.75079,-105.227148,0.364748784,30,1333,4383,2559,0.7525,0.0096,0.076,0.0454,0.0023,0.0005,0.0493,0.05,0.0146,0.707,0.0152,0.0558,0.0072,0.0649,0.0434,0.0231,0.7956,0.0121,0.0531,0.0074,0.0653,30154,0,30154,16918,33598,NULL,23000,0.4632,0.7337,0.2663,46.32
University of California-San Diego,La Jolla,CA,92093,www.ucsd.edu,students.ucsd.edu/finances/financial-aid/forms/calculator.html,32.876598,-117.237793,0.332874959,30,1313,24801,16496,0.2247,0.0117,0.1623,0.3849,0.0013,0.0034,0.0475,0.1473,0.0169,0.258,0.0157,0.4896,0.0039,0.1282,0.0122,0.1154,0.3888,0.0135,0.3642,0.006,0.1,30092,0,30092,13427,36305,NULL,17382.5,0.5708,0.5249,0.4751,57.08
Southern Virginia University,Buena Vista,VA,24416,www.svu.edu,calculator.svu.edu/,37.740669,-79.350296,0.470728793,23,1056,703,NULL,0.7838,0.0413,0.0626,0.0142,0.0071,0.01,0.0526,0.0171,0.0114,0.8472,0.0567,0.0236,0.0047,0.0315,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30009,0,30009,14600,14600,NULL,10875,0.1897,0.4936,0.5064,18.97
Xavier University of Louisiana,New Orleans,LA,70125-1098,www.xula.edu,www.xula.edu/hea/npcalctst.htm,29.964162,-90.107307,0.659853646,23,1039,2313,3284,0.0402,0.7713,0.0259,0.1007,0.0009,0,0.029,0.0233,0.0086,0.0246,0.7443,0.098,0.0008,0.0087,0.0192,0.0064,0.0201,0.9272,0.0234,0.0003,0.0033,29988,0,29988,21552,21552,NULL,16750,0.2781,0.2702,0.7298,27.81
University of New Hampshire-Main Campus,Durham,NH,03824-3547,www.unh.edu,npc.collegeboard.org/student/app/unh,43.134235,-70.934512,0.798864732,25,1102,12591,5954,0.8125,0.0119,0.0309,0.0212,0.0023,0.0001,0.0152,0.0183,0.0877,0.7718,0.0152,0.0251,0.0035,0.0195,0.0079,0.086,0.8692,0.0092,0.0155,0.0027,0.0096,29916,0,29916,16552,29532,NULL,23000,0.618,0.457,0.543,61.8
Southwest Baptist University,Bolivar,MO,65613-2596,www.sbuniv.edu,www.sbuniv.edu/SBUestimator/,37.601603,-93.410451,0.618453865,23,1070,2477,2714,0.8321,0.0509,0.019,0.0077,0.0089,0.0008,0.017,0,0.0638,0.8571,0.0412,0.0079,0.0094,0.0144,0.0055,0.0409,0.9116,0.0177,0.0088,0.007,0.0085,29870,0,29870,20840,20840,NULL,14492,0.3497,0.3456,0.6544,34.97
Kentucky Christian University,Grayson,KY,41143-1199,www.kcu.edu,www.kcu.edu/webform/net-price-calculator-registration,38.339002,-82.946883,0.477426637,21,966,547,569,0.6344,0.0987,0.0128,0.0073,0.0018,0,0.0073,0.0201,0.2176,0.8473,0.0968,0.0074,0,0.0056,0.0457,0,0.9385,0.007,0.0018,0.0035,0.0035,29825,0,29825,16830,16830,NULL,9500,0.25,0.5612,0.4388,25
Finlandia University,Hancock,MI,49930-1832,www.finlandia.edu,https://npc.collegeboard.org/student/app/finlandia,47.12709,-88.589392,0.454545455,19,910,464,383,0.7004,0.0409,0.0409,0.0108,0.0086,0.0086,0.0259,0.056,0.1078,0.6958,0,0.0109,0,0.0182,0.0574,0,0.9138,0.0183,0,0.0078,0.0026,29789,0,29789,21480,21480,NULL,16250,0.2,0.4375,0.5625,20
University of California-Irvine,Irvine,CA,92697,www.uci.edu/,www.ofas.uci.edu/content/Calculator.aspx,33.648434,-117.841248,0.374201308,26,1168,24474,16223,0.1607,0.0178,0.2399,0.4071,0.0005,0.0041,0.041,0.1174,0.0115,0.2238,0.0225,0.5304,0.0042,0.1363,0.0214,0.0856,0.2214,0.0199,0.5381,0.0041,0.1095,29759,0,29759,13179,36057,NULL,15000,0.6821,0.461,0.539,68.21
Miami University-Oxford,Oxford,OH,45056,www.miamioh.edu,www.miamioh.edu/admission/finaid/calculator.html,39.509642,-84.731821,0.658353425,28,1240,15454,14957,0.7984,0.0322,0.0346,0.0191,0.0021,0.0002,0.0334,0.0749,0.0051,0.8431,0.0405,0.0297,0.006,0.0214,0.0071,0.0239,0.8926,0.0381,0.0164,0.0046,0.0174,29701,0,29701,14287,30391,NULL,16500,0.6551,0.4918,0.5082,65.51
